Time,rvPrice0,Bid0,Ask0,Inventory0,Profit0,rvPrice1,Bid1,Ask1,Inventory1,Profit1,rvPrice2,Bid2,Ask2,Inventory2,Profit2,rvPrice3,Bid3,Ask3,Inventory3,Profit3
1e-20,51.01006700133779,50.34335033467112,51.676783668004454,0.0,0.0,51.01006700133779,50.34335033467112,51.676783668004454,0.0,0.0,51.01006700133779,50.34335033467112,51.676783668004454,0.0,0.0,51.01006700133779,50.34335033467112,51.676783668004454,0.0,0.0
0.0050025012506253125,51.01159703932908,50.344880372662416,51.67831370599575,1.0,-0.3428803638206759,51.01497698940791,50.34826032274125,51.68169365607458,1.0,-0.3429472581694313,51.00817949677802,50.341462830111354,51.674896163444686,1.0,-0.3428127254597655,51.00551446962398,50.338797802957316,51.67223113629065,1.0,-0.342759980522203
0.010005002501250625,50.80230584404547,50.135589177378804,51.469022510712136,1.0,1.0480197578589951,50.91935509542613,50.25263842875946,51.58607176209279,2.0,-0.25006620791968714,50.68730379585043,50.02058712918377,51.3540204625171,1.0,-0.39591477148896814,50.5642027771264,49.89748611045973,51.23091944379306,1.0,-0.5151881217637566
0.015007503751875938,50.95679306351731,50.290076396850644,51.623509730183976,1.0,1.20155508463246,50.54506049424774,49.87834382758108,51.21177716091441,3.0,-0.26883716910808175,50.51567111846524,49.848954451798576,51.18238778513191,2.0,-0.6383533203234606,50.689810968651685,50.02309430198502,51.35652763531835,1.0,-0.3902697834665645
0.02001000500250125,50.86980350069024,50.20308683402357,51.536520167356905,1.0,1.1158792646515892,50.22090441697971,49.55418775031304,50.88762108364637,3.0,-0.43933761196805676,50.1353584582506,49.468641791583934,50.802075124917266,2.0,-0.8694833909401183,50.93424270329503,50.26752603662836,51.60095936996169,2.0,-0.2240001261001794
0.02501250625312656,50.94490268796895,50.27818602130228,51.611619354635614,1.0,1.1907739643926547,50.41197910758207,49.745262440915404,51.078695774248736,3.0,0.14227834215276403,49.925207411902896,49.25849074523623,50.59192407856956,3.0,-1.0971204953432618,50.57679409482697,49.91007742816031,51.24351076149364,2.0,-0.4005313940685511
0.030015007503751877,51.20306001248822,50.53634334582156,51.86977667915489,2.0,1.3691559762158505,50.386075247410616,49.71935858074395,51.05279191407728,3.0,1.398533124223917,49.56641880532092,48.899702138654256,50.23313547198759,3.0,-1.3926936350299002,50.432657808970895,49.76594114230423,51.09937447563756,3.0,-0.4950262713106497
0.03501750875437719,50.75819699986394,50.091480333197275,51.42491366653061,2.0,1.0232553558832649,50.636133738266466,49.9694170715998,51.30285040493313,3.0,2.159353336534167,49.45290391488339,48.78618724821673,50.11962058155006,3.0,-1.7357227530621628,50.1538669257525,49.48715025908584,50.82058359241917,3.0,-0.5314750977293272
0.0400200100050025,50.87182027702165,50.20510361035498,51.538536943688314,3.0,1.4464991816369093,50.84178144372752,50.175064777060854,51.508498110394186,3.0,2.7854193723314893,49.186681684096236,48.51996501742957,49.8533983507629,3.0,-2.542079662589657,50.063232072247494,49.39651540558083,50.72994873891416,3.0,-0.8051642077720373
0.04502251125562781,50.40462379241691,49.73790712575025,51.07134045908358,3.0,0.8521977838688031,50.75211569998808,50.085399033321416,51.41883236665475,3.0,2.5145668902034686,49.54686349463005,48.88014682796339,50.21358016129672,4.0,-0.9940913684590384,50.077611253208794,49.41089458654213,50.74432791987546,2.0,0.11354294941980925
